Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
123,CQ0UFL,439.2250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM67CC - RU738 - Radioamador Clube de Loulé,,,,
124,CQ0ULR,439.2500,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM59NN - RU740 - Associação de Radioamadores do Distrito de Leiria,,,,
125,CQ0UCB,439.2500,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IM69GT - RU740 - Rede dos Emissores Portugueses,,,,
126,CQ0UBA,439.2750,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51TE - RU742 - Associação de Radioamadores da Beira Alta,,,,
127,CQ0UCAS,439.2750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58GS - RU742 - Associação de Radioamadores da Linha de Cascais,,,,
128,CQ0UP,439.2750,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IM69HH - RU742 - Rede dos Emissores Portugueses,,,,
129,CQ0UTV,439.3000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50VC - RU744 - Rede dos Emissores Portugueses,,,,
130,CQ0URVM,439.3250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58KV - RU746 - Associação de Radioamadores da Vila de Moscavide,,,,
131,CQ0UAV,439.3250,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51UW - RU746 - Associação de Radioamadores do Alto Minho,,,,
132,CQ0UCL,439.3250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50VN - RU746 - Rede dos Emissores Portugueses,,,,
133,CQ0UMJ,439.3500,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59LE - RU748 - Liga de Amadores de Rádio Transmissões,,,,
134,CQ0UOAZ,439.4000,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50ST - RU752 - Associação de Radioamadores da Beira Litoral,,,,
135,CQ0UFV,439.4000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN52qa - RU752 - Associação de Radioamadores do Alto Minho,,,,
136,CQ0UARB,439.4000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58ML - RU752 - Associação de Radioamadores do Litoral Alentejano,,,,
137,CQ0UPRT,439.4250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51QC - RU754 - Associação de Radioamadores do Minho,,,,
138,CQ0UEVA,439.4250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59IC - RU754 - Associação de Radioamadores do Oeste,,,,
139,CQ0UMF,439.4250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57QH - RU754 - Rede dos Emissores Portugueses,,,,
