Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
,CQ0VPD,145.6750,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61fn - ARAT,,,,
,CQ0UMR,439.1500,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61bf,,,,
,CQ0UAV,439.3250,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51sx - ARAM,,,,
,CQ0UFV,439.4000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN52qa - ARAM,,,,
,CQ0VSA,145.6250,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51pt - ARAM,,,,
,CQ0UARC,438.7750,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50se - ARC,,,,
,CQ0UCOI,439.1500,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50se - ARC,,,,
,CQ0URVM,439.3250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58kv - ARVM,,,,
,CQ0UFLX,439.1000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jp - ARRLX,,,,
,CQ0UDE,439.2000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60fh - ARRLX,,,,
,CQ0UDA,438.9000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IM68an - ARRLX,,,,
,CQ0UCAS,439.2750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58gs - ARLC,,,,
,CQ0UCP,438.9000,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN50ne - ARCP,,,,
,CQ0UCA,438.7000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50ti - ARCP,,,,
,CQ0VCP,145.6625,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN50ne - ARCP,,,,
,CQ0UOAZ,439.4000,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50st - ARBL,,,,
,CQ0URBL,438.8750,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50st - ARBL,,,,
